condition_concept_id,observation_concept_id,condition_concept_name,observation_concept_name,concept_seed_1,concept_seed_2
316998,316998,Left bundle branch block,Left bundle branch block,167,12
4182562,4182562,Lower abdominal pain,Lower abdominal pain,154,12
78472,78472,Microscopic hematuria,Microscopic hematuria,167,12
135930,135930,Musculoskeletal finding,Musculoskeletal finding,63,12
195867,195867,Noninflammatory disorder of the vagina,Noninflammatory disorder of the vagina,67,12
4032799,4032799,Opioid-induced organic mental disorder,Opioid-induced organic mental disorder,200,12
259153,259153,Pain in throat,Pain in throat,182,12
4111231,4111231,Pain in toe,Pain in toe,100,12
604801,604801,Pain of knee region,Pain of knee region,667,12
4330445,4330445,Pleuritic pain,Pleuritic pain,96,12
4068482,4068482,Prolapsed lumbar intervertebral disc,Prolapsed lumbar intervertebral disc,167,12
440360,440360,Pure hyperglyceridemia,Pure hyperglyceridemia,125,12
435790,435790,Secondary polycythemia,Secondary polycythemia,250,12
72711,72711,Shoulder stiff,Shoulder stiff,167,12
4111412,4111412,"Tricuspid incompetence, non-rheumatic","Tricuspid incompetence, non-rheumatic",3250,0
81893,81893,Ulcerative colitis,Ulcerative colitis,223,12
443883,443883,Acute disease,Acute disease,1625,0
4099889,4099889,Anemia of pregnancy,Anemia of pregnancy,223,11
133834,133834,Atopic dermatitis,Atopic dermatitis,182,11
4281109,4281109,Autoimmune thyroiditis,Autoimmune thyroiditis,167,11
437478,437478,Bite of nonvenomous arthropod,Bite of nonvenomous arthropod,286,11
256451,256451,Bronchitis,Bronchitis,2171,0
434327,434327,Cannabis abuse,Cannabis abuse,334,11
4286497,4286497,Centriacinar emphysema,Centriacinar emphysema,223,11
434500,434500,Closed fracture of neck of femur,Closed fracture of neck of femur,182,11
40481919,40481919,Coronary atherosclerosis,Coronary atherosclerosis,100,11
441267,441267,Cystic fibrosis,Cystic fibrosis,223,11
22340,22340,Esophageal varices without bleeding,Esophageal varices without bleeding,400,11
438383,438383,Essential thrombocythemia,Essential thrombocythemia,250,11
3044964,3044964,Feeling tired or having little energy in last 2 weeks [Reported.PHQ],Feeling tired or having little energy in last 2 weeks [Reported.PHQ],143,11
4148407,4148407,FH: Cardiovascular disease,FH: Cardiovascular disease,91,11
4254485,4254485,Finding related to attentiveness,Finding related to attentiveness,416,0
4201388,4201388,Gastrostomy present,Gastrostomy present,167,11
4241223,4241223,Hidradenitis suppurativa,Hidradenitis suppurativa,286,11
444101,444101,Hypertensive heart failure,Hypertensive heart failure,3250,0
24609,24609,Hypoglycemia,Hypoglycemia,182,11
4035439,4035439,Idiopathic osteoarthritis,Idiopathic osteoarthritis,182,11
4344500,4344500,Impingement syndrome of shoulder region,Impingement syndrome of shoulder region,182,11
4056713,4056713,"Injury of muscle and tendon of abdomen, lower back and pelvis","Injury of muscle and tendon of abdomen, lower back and pelvis",400,11
141104,141104,Intervertebral disc disorder of lumbar region with myelopathy,Intervertebral disc disorder of lumbar region with myelopathy,334,11
4146209,4146209,Iron deficiency,Iron deficiency,96,11
74635,74635,Lumbosacral radiculopathy,Lumbosacral radiculopathy,500,11
760895,760895,Mass of left breast,Mass of left breast,250,11
4038838,4038838,Non-Hodgkin's lymphoma (clinical),Non-Hodgkin's lymphoma (clinical),200,11
440374,440374,Obsessive-compulsive disorder,Obsessive-compulsive disorder,400,11
440530,440530,Oropharyngeal dysphagia,Oropharyngeal dysphagia,182,11
138525,138525,Pain in limb,Pain in limb,182,11
4115170,4115170,Pain in right arm,Pain in right arm,286,11
4240723,4240723,Patient discharge,Patient discharge,182,11
72693,72693,Poor fetal growth affecting management,Poor fetal growth affecting management,200,11
4046550,4046550,Postoperative care,Postoperative care,182,11
4138617,4138617,Psychophysiologic insomnia,Psychophysiologic insomnia,200,11
3014036,3014036,Pulse oximetry site,Pulse oximetry site,250,11
314059,314059,Right bundle branch block,Right bundle branch block,106,11
4048512,4048512,Sprain of upper extremity,Sprain of upper extremity,334,11
4116323,4116323,Tear of medial meniscus of knee,Tear of medial meniscus of knee,182,11
4017107,4017107,Traumatic subdural hemorrhage,Traumatic subdural hemorrhage,182,11
4307820,4307820,Unplanned pregnancy,Unplanned pregnancy,200,11
320420,320420,Vitreous degeneration,Vitreous degeneration,182,11
321314,321314,Abdominal aortic aneurysm without rupture,Abdominal aortic aneurysm without rupture,200,10
77965,77965,Acquired trigger finger,Acquired trigger finger,200,10
43531681,43531681,Acute deep vein thrombosis of lower limb,Acute deep vein thrombosis of lower limb,223,10
257004,257004,Acute exacerbation of chronic obstructive pulmonary disease,Acute exacerbation of chronic obstructive pulmonary disease,2171,0
36684319,36684319,Adjustment disorder with mixed anxiety and depressed mood,Adjustment disorder with mixed anxiety and depressed mood,106,10
438567,438567,Adult failure to thrive syndrome,Adult failure to thrive syndrome,200,10
2101941,2101941,"Advance Care Planning discussed and documented advance care plan or surrogate decision maker documented in the medical record (DEM) (GER, Pall Cr)","Advance Care Planning discussed and documented advance care plan or surrogate decision maker documented in the medical record (DEM) (GER, Pall Cr)",100,10
437247,437247,Anemia of chronic disease,Anemia of chronic disease,200,10
4147565,4147565,Body mass index less than 20,Body mass index less than 20,223,10
80767,80767,Breast lump,Breast lump,200,10
321042,321042,Cardiac arrest,Cardiac arrest,223,10
3050127,3050127,Census block group 1970and80and90,Census block group 1970and80and90,250,10
138379,138379,"Chronic lymphoid leukemia, disease","Chronic lymphoid leukemia, disease",286,10
259848,259848,Chronic rhinitis,Chronic rhinitis,2171,0
440795,440795,Complication occurring during labor and delivery,Complication occurring during labor and delivery,286,10
435875,435875,"Complication of pregnancy, childbirth and/or puerperium","Complication of pregnancy, childbirth and/or puerperium",400,10
3027027,3027027,Diagnosis,Diagnosis,334,10
4180628,4180628,Disorder of body system,Disorder of body system,72,10
31610,31610,Disorder of esophagus,Disorder of esophagus,223,10
440371,440371,Disorder of immune function,Disorder of immune function,200,10
4102986,4102986,Disorder of psychological development,Disorder of psychological development,200,10
77630,77630,Disorder of shoulder,Disorder of shoulder,200,10
435232,435232,Disorder of speech and language development,Disorder of speech and language development,200,10
4164898,4164898,Diverticulosis of large intestine without diverticulitis,Diverticulosis of large intestine without diverticulitis,72,10
433440,433440,Dysthymia,Dysthymia,200,10
4170770,4170770,Epidermoid cyst,Epidermoid cyst,250,10
4011683,4011683,Escherichia coli,Escherichia coli,167,10
40479426,40479426,Exposure to sexually transmissible disorder,Exposure to sexually transmissible disorder,400,10
4051114,4051114,Family history of diabetes mellitus,Family history of diabetes mellitus,200,10
4197819,4197819,Fibrosis of lung,Fibrosis of lung,334,10
318566,318566,Flushing,Flushing,286,10
443874,443874,"Gestation period, 34 weeks","Gestation period, 34 weeks",400,10
438543,438543,"Gestation period, 36 weeks","Gestation period, 36 weeks",200,10
442355,442355,"Gestation period, 37 weeks","Gestation period, 37 weeks",167,10
4245975,4245975,Hepatic failure,Hepatic failure,200,10
4130851,4130851,Injury of upper extremity,Injury of upper extremity,200,10
4093672,4093672,Knee stiff,Knee stiff,200,10
765053,765053,Mass of right breast,Mass of right breast,250,10
134898,134898,Non-toxic uninodular goiter,Non-toxic uninodular goiter,77,10
2514400,2514400,"Observation care discharge day management (This code is to be utilized to report all services provided to a patient on discharge from outpatient hospital ""observation status"" if the discharge is on other than the initial date of ""observation status."" To report services to a patient designated as ""observation status"" or ""inpatient status"" and discharged on the same date, use the codes for Observation or Inpatient Care Services [including Admission and Discharge Services, 99234-99236 as appropriate.])","Observation care discharge day management (This code is to be utilized to report all services provided to a patient on discharge from outpatient hospital ""observation status"" if the discharge is on other than the initial date of ""observation status."" To report services to a patient designated as ""observation status"" or ""inpatient status"" and discharged on the same date, use the codes for Observation or Inpatient Care Services [including Admission and Discharge Services, 99234-99236 as appropriate.])",200,10
314666,314666,Old myocardial infarction,Old myocardial infarction,1300,0
37206607,37206607,Overactive urinary bladder,Overactive urinary bladder,200,10
4077895,4077895,Pain in finger,Pain in finger,125,10
4115169,4115169,Pain in left arm,Pain in left arm,200,10
4024561,4024561,Pain in lower limb,Pain in lower limb,286,10
4211231,4211231,Panic disorder without agoraphobia,Panic disorder without agoraphobia,200,10
434228,434228,Passenger in vehicular AND/OR traffic accident,Passenger in vehicular AND/OR traffic accident,154,10
40319772,40319772,Psoriatic arthritis,Psoriatic arthritis,154,10
198263,198263,Right upper quadrant pain,Right upper quadrant pain,100,10
43530881,43530881,Suspected fetal disorder,Suspected fetal disorder,286,10
257628,257628,Systemic lupus erythematosus,Systemic lupus erythematosus,96,10
134442,134442,Systemic sclerosis,Systemic sclerosis,2000,10
376382,376382,Tension-type headache,Tension-type headache,286,10
437264,437264,Tobacco dependence syndrome,Tobacco dependence syndrome,200,10
373503,373503,Transient cerebral ischemia,Transient cerebral ischemia,143,10
4271686,4271686,Uses rhythm method of contraception,Uses rhythm method of contraception,334,10
4089462,4089462,Ventricular premature complex,Ventricular premature complex,1625,0
197494,197494,Viral hepatitis C,Viral hepatitis C,200,10
801308,801308,Visit complexity inherent to evaluation and management associated with medical care services that serve as the continuing focal point for all needed health care services and/or with medical care services that are part of ongoing care related to a patie...,Visit complexity inherent to evaluation and management associated with medical care services that serve as the continuing focal point for all needed health care services and/or with medical care services that are part of ongoing care related to a patie...,182,10
4092879,4092879,Absent kidney,Absent kidney,223,9
4117957,4117957,Activity,Activity,286,9
257581,257581,Acute asthma,Acute asthma,223,9
436677,436677,Adjustment disorder,Adjustment disorder,223,9
438409,438409,Attention deficit hyperactivity disorder,Attention deficit hyperactivity disorder,223,9
2617820,2617820,Bmi is documented within normal parameters and no follow-up plan is required,Bmi is documented within normal parameters and no follow-up plan is required,223,9
1009229,1009229,Cardiac rhythm,Cardiac rhythm,223,9
317576,317576,Coronary arteriosclerosis,Coronary arteriosclerosis,286,9
4012376,4012376,Currently not sexually active,Currently not sexually active,1625,0
4151134,4151134,Cyst of pancreas,Cyst of pancreas,223,9
195588,195588,Cystitis,Cystitis,667,9
42873170,42873170,Dependence on supplemental oxygen,Dependence on supplemental oxygen,223,9
4008576,4008576,Diabetes mellitus without complication,Diabetes mellitus without complication,400,9
441830,441830,Disorder of fluid AND/OR electrolyte,Disorder of fluid AND/OR electrolyte,250,9
439407,439407,Disorder of nasal cavity,Disorder of nasal cavity,87,9
444211,444211,Disorder of thigh,Disorder of thigh,286,9
4122339,4122339,Drug-induced immunodeficiency,Drug-induced immunodeficiency,1625,0
433527,433527,Endometriosis (clinical),Endometriosis (clinical),223,9
43531003,43531003,Essential tremor,Essential tremor,250,9
4167696,4167696,Estrogen receptor positive tumor,Estrogen receptor positive tumor,400,9
437986,437986,Failure to thrive,Failure to thrive,250,9
4027470,4027470,Feeding disability,Feeding disability,223,9
4299954,4299954,Feeding problem,Feeding problem,667,9
4032878,4032878,Hair follicle disorder,Hair follicle disorder,223,9
2314342,2314342,Handling and/or conveyance of specimen for transfer from the office to a laboratory,Handling and/or conveyance of specimen for transfer from the office to a laboratory,223,9
198400,198400,Hemangioma of skin and subcutaneous tissue,Hemangioma of skin and subcutaneous tissue,223,9
79864,79864,Hematuria syndrome,Hematuria syndrome,134,9
3040464,3040464,Hospital discharge DRG [Interpretation],Hospital discharge DRG [Interpretation],167,9
40771103,40771103,How often do you have a drink containing alcohol,How often do you have a drink containing alcohol,223,9
4172432,4172432,Hyperpigmentation of skin,Hyperpigmentation of skin,223,9
4110948,4110948,Hypertension secondary to endocrine disorder,Hypertension secondary to endocrine disorder,286,9
440129,440129,Hypertrophy of nasal turbinates,Hypertrophy of nasal turbinates,286,9
433740,433740,Immunodeficiency disorder,Immunodeficiency disorder,1300,0
193518,193518,Intestinal obstruction,Intestinal obstruction,223,9
4115991,4115991,Knee joint effusion,Knee joint effusion,134,9
4115991,4115991,Knee joint effusion,Knee joint effusion,223,9
374027,374027,Lesion of ulnar nerve,Lesion of ulnar nerve,223,9
4152384,4152384,Non-rheumatic aortic sclerosis,Non-rheumatic aortic sclerosis,154,9
4031164,4031164,Non-scarring alopecia,Non-scarring alopecia,223,9
44784631,44784631,Pain due to neoplastic disease,Pain due to neoplastic disease,154,9
4103476,4103476,Pain of ear,Pain of ear,286,9
432881,432881,Pancytopenia,Pancytopenia,167,9
36713112,36713112,Pancytopenia due to antineoplastic chemotherapy,Pancytopenia due to antineoplastic chemotherapy,223,9
43530742,43530742,Paralytic syndrome on one side of the body as late effect of cerebrovascular accident,Paralytic syndrome on one side of the body as late effect of cerebrovascular accident,223,9
40756893,40756893,"Patient screened for tobacco use and received tobacco cessation intervention (counseling, pharmacotherapy, or both), if identified as a tobacco user (PV, CAD)","Patient screened for tobacco use and received tobacco cessation intervention (counseling, pharmacotherapy, or both), if identified as a tobacco user (PV, CAD)",250,9
257683,257683,Posterior rhinorrhea,Posterior rhinorrhea,6500,0
26638,26638,Primary malignant neoplasm of esophagus,Primary malignant neoplasm of esophagus,223,9
4168192,4168192,Procedure not done,Procedure not done,223,9
4263748,4263748,Recurrent major depression in full remission,Recurrent major depression in full remission,223,9
44784283,44784283,Requires influenza virus vaccination,Requires influenza virus vaccination,400,9
438688,438688,Sarcoidosis,Sarcoidosis,223,9
136497,136497,Scar conditions and fibrosis of skin,Scar conditions and fibrosis of skin,250,9
195771,195771,Secondary diabetes mellitus,Secondary diabetes mellitus,223,9
254443,254443,Sjögren's syndrome,Sjögren's syndrome,334,9
435524,435524,Sleep disorder,Sleep disorder,2171,0
436785,436785,Spinal stenosis in cervical region,Spinal stenosis in cervical region,223,9
4133015,4133015,Sprain of anterior cruciate ligament of knee,Sprain of anterior cruciate ligament of knee,400,9
4093347,4093347,Stool finding,Stool finding,400,9
4037487,4037487,Symptom aggravating factors,Symptom aggravating factors,223,9
4177206,4177206,Tubulointerstitial nephritis,Tubulointerstitial nephritis,223,9
45768963,45768963,Uncomplicated mild persistent asthma,Uncomplicated mild persistent asthma,3250,0
440785,440785,Vomiting of pregnancy,Vomiting of pregnancy,334,9
192438,192438,Abdominal mass,Abdominal mass,286,8
36715792,36715792,Acquired absence of breast,Acquired absence of breast,286,8
138825,138825,Actinic keratosis,Actinic keratosis,134,8
257004,257004,Acute exacerbation of chronic obstructive airways disease,Acute exacerbation of chronic obstructive airways disease,334,8
134305,134305,Acute lymphoid leukemia,Acute lymphoid leukemia,112,8
260123,260123,Acute sinusitis,Acute sinusitis,250,8
4081648,4081648,Acute vaginitis,Acute vaginitis,250,8
443800,443800,Amenorrhea,Amenorrhea,250,8
46269816,46269816,Ascites due to alcoholic cirrhosis,Ascites due to alcoholic cirrhosis,182,8
4112752,4112752,Basal cell carcinoma of skin,Basal cell carcinoma of skin,286,8
4173824,4173824,B-cell chronic lymphocytic leukemia variant,B-cell chronic lymphocytic leukemia variant,250,8
81878,81878,Benign paroxysmal positional vertigo,Benign paroxysmal positional vertigo,250,8
194992,194992,Celiac disease,Celiac disease,667,8
198964,198964,Chronic hepatitis C,Chronic hepatitis C,250,8
195596,195596,Chronic pancreatitis,Chronic pancreatitis,250,8
2108254,2108254,"Collection of blood specimen using established central or peripheral catheter, venous, not otherwise specified","Collection of blood specimen using established central or peripheral catheter, venous, not otherwise specified",400,8
312723,312723,Congenital heart disease,Congenital heart disease,1000,8
74132,74132,Degeneration of lumbosacral intervertebral disc,Degeneration of lumbosacral intervertebral disc,250,8
201337,201337,Disorder of urinary bladder,Disorder of urinary bladder,250,8
763082,763082,Documentation of past medical history,Documentation of past medical history,250,8
30753,30753,Esophagitis,Esophagitis,400,8
437175,437175,"Fall on same level from slipping, tripping or stumbling","Fall on same level from slipping, tripping or stumbling",250,8
435655,435655,"Gestation period, 39 weeks","Gestation period, 39 weeks",250,8
4031364,4031364,Healthcare supervision finding,Healthcare supervision finding,250,8
30683,30683,Hemoglobin SS disease without crisis,Hemoglobin SS disease without crisis,200,8
440329,440329,Herpes zoster without complication,Herpes zoster without complication,250,8
376415,376415,Hypermetropia,Hypermetropia,400,8
45757363,45757363,Hypoglycemia due to type 2 diabetes mellitus,Hypoglycemia due to type 2 diabetes mellitus,250,8
36714388,36714388,Influenza caused by seasonal influenza virus,Influenza caused by seasonal influenza virus,250,8
75576,75576,Irritable bowel syndrome,Irritable bowel syndrome,250,8
197676,197676,Large liver,Large liver,250,8
435224,435224,Leukopenia,Leukopenia,250,8
46272453,46272453,Long-term current use of inhaled steroid,Long-term current use of inhaled steroid,819,0
443392,443392,Malignant neoplastic disease,Malignant neoplastic disease,167,8
373852,373852,Neuralgia,Neuralgia,200,8
1244604,1244604,"Neuroendocrine neoplasm, malignant","Neuroendocrine neoplasm, malignant",250,8
4280354,4280354,Nutritional anemia,Nutritional anemia,334,8
4224926,4224926,Obstruction of esophagus,Obstruction of esophagus,286,8
381290,381290,Ocular hypertension,Ocular hypertension,500,8
43054907,43054907,"Pediatric diastolic blood pressure percentile [Per age, sex and height]","Pediatric diastolic blood pressure percentile [Per age, sex and height]",250,8
4112839,4112839,Pneumonitis caused by inhalation of regurgitated food,Pneumonitis caused by inhalation of regurgitated food,400,8
4299535,4299535,Pregnancy,Pregnancy,250,8
42528957,42528957,Pregnancy status,Pregnancy status,250,8
4216244,4216244,Preoperative state,Preoperative state,250,8
440649,440649,Primary malignant neoplasm of head of pancreas,Primary malignant neoplasm of head of pancreas,250,8
4157454,4157454,"Primary malignant neoplasm of lower lobe, bronchus or lung","Primary malignant neoplasm of lower lobe, bronchus or lung",250,8
441515,441515,Primary malignant neoplasm of lower outer quadrant of female breast,Primary malignant neoplasm of lower outer quadrant of female breast,250,8
436635,436635,Primary malignant neoplasm of sigmoid colon,Primary malignant neoplasm of sigmoid colon,334,8
133424,133424,Primary malignant neoplasm of thyroid gland,Primary malignant neoplasm of thyroid gland,154,8
43530685,43530685,Proliferative retinopathy due to type 2 diabetes mellitus,Proliferative retinopathy due to type 2 diabetes mellitus,154,8
2102041,2102041,"Review of all medications by a prescribing practitioner or clinical pharmacist (such as, prescriptions, OTCs, herbal therapies and supplements) documented in the medical record (COA)","Review of all medications by a prescribing practitioner or clinical pharmacist (such as, prescriptions, OTCs, herbal therapies and supplements) documented in the medical record (COA)",250,8
4088035,4088035,Screening status,Screening status,250,8
374366,374366,Sensorineural hearing loss,Sensorineural hearing loss,200,8
435524,435524,Sleep disorder,Sleep disorder,250,8
79061,79061,Slow transit constipation,Slow transit constipation,200,8
4206148,4206148,Syncope and collapse,Syncope and collapse,154,8
36303803,36303803,Tobacco use duration,Tobacco use duration,250,8
36714994,36714994,Typical atrial flutter,Typical atrial flutter,400,8
374034,374034,Visual disturbance,Visual disturbance,3250,0
36661382,36661382,Whether the patient was admitted to intensive care unit (ICU) for condition of interest,Whether the patient was admitted to intensive care unit (ICU) for condition of interest,286,8
75911,75911,Acquired hallux valgus,Acquired hallux valgus,286,7
443883,443883,Acute disease,Acute disease,167,7
375519,375519,Alcohol withdrawal,Alcohol withdrawal,286,7
35624756,35624756,Anemia due to and following chemotherapy,Anemia due to and following chemotherapy,334,7
4241530,4241530,Asymptomatic human immunodeficiency virus infection,Asymptomatic human immunodeficiency virus infection,286,7
45763549,45763549,Bilateral tinnitus,Bilateral tinnitus,286,7
4110192,4110192,Cerebral infarction due to thrombosis of cerebral arteries,Cerebral infarction due to thrombosis of cerebral arteries,286,7
443601,443601,Chronic kidney disease stage 2,Chronic kidney disease stage 2,223,7
134603,134603,Chronic myeloid leukemia,Chronic myeloid leukemia,286,7
255573,255573,Chronic obstructive lung disease,Chronic obstructive lung disease,65,7
4211657,4211657,Closed fracture of lower leg,Closed fracture of lower leg,286,7
78273,78273,Closed fracture of multiple ribs,Closed fracture of multiple ribs,286,7
2211852,2211852,"Continuing medical physics consultation, including assessment of treatment parameters, quality assurance of dose delivery, and review of patient treatment documentation in support of the radiation oncologist, reported per week of therapy","Continuing medical physics consultation, including assessment of treatment parameters, quality assurance of dose delivery, and review of patient treatment documentation in support of the radiation oncologist, reported per week of therapy",286,7
45884037,45884037,Current some day smoker,Current some day smoker,134,7
40486120,40486120,Delay in physiological development,Delay in physiological development,286,7
373499,373499,Disorder of eye region,Disorder of eye region,286,7
72986,72986,Disorder of lower leg,Disorder of lower leg,286,7
4062791,4062791,"Endocrine, nutritional and metabolic disease complicating pregnancy, childbirth and puerperium","Endocrine, nutritional and metabolic disease complicating pregnancy, childbirth and puerperium",286,7
376966,376966,Exudative age-related macular degeneration,Exudative age-related macular degeneration,182,7
192671,192671,Gastrointestinal hemorrhage,Gastrointestinal hemorrhage,100,7
4168217,4168217,Generalized hyperhidrosis,Generalized hyperhidrosis,286,7
4169954,4169954,Genitourinary tract hemorrhage,Genitourinary tract hemorrhage,91,7
4139934,4139934,Homeless,Homeless,286,7
40772146,40772146,"How difficult have these made it for you to do your work, take care of things at home, or get along with other people [Reported.PHQ]","How difficult have these made it for you to do your work, take care of things at home, or get along with other people [Reported.PHQ]",286,7
441829,441829,Hyperosmolality and or hypernatremia,Hyperosmolality and or hypernatremia,286,7
443919,443919,Hypertensive renal failure,Hypertensive renal failure,200,7
4103532,4103532,Immune thrombocytopenia,Immune thrombocytopenia,286,7
74125,74125,Inflammatory polyarthropathy,Inflammatory polyarthropathy,500,7
4119786,4119786,Interstitial lung disease,Interstitial lung disease,106,7
40762520,40762520,Intravenous apparatus [Morse Fall Scale],Intravenous apparatus [Morse Fall Scale],250,7
4060424,4060424,"Mental disorders during pregnancy, childbirth and the puerperium","Mental disorders during pregnancy, childbirth and the puerperium",400,7
43531561,43531561,Myasthenia gravis without exacerbation,Myasthenia gravis without exacerbation,400,7
4204047,4204047,Neurological symptom,Neurological symptom,1092,0
4305297,4305297,Noncompliance with medication regimen,Noncompliance with medication regimen,667,7
4322482,4322482,Noncompliance with treatment,Noncompliance with treatment,286,7
141663,141663,Osteomyelitis,Osteomyelitis,400,7
903656,903656,Passive smoker,Passive smoker,286,7
2101922,2101922,Patient screened for future fall risk; documentation of no falls in the past year or only 1 fall without injury in the past year (GER),Patient screened for future fall risk; documentation of no falls in the past year or only 1 fall without injury in the past year (GER),400,7
201131,201131,Pelvic mass,Pelvic mass,286,7
443729,443729,Peripheral circulatory disorder due to type 2 diabetes mellitus,Peripheral circulatory disorder due to type 2 diabetes mellitus,1625,0
253796,253796,Pneumothorax,Pneumothorax,400,7
380055,380055,Primary malignant neoplasm of brain,Primary malignant neoplasm of brain,143,7
196360,196360,Primary malignant neoplasm of urinary bladder,Primary malignant neoplasm of urinary bladder,286,7
314962,314962,Raynaud's disease,Raynaud's disease,286,7
380706,380706,Regular astigmatism,Regular astigmatism,334,7
4195677,4195677,Rheumatic tricuspid valve regurgitation,Rheumatic tricuspid valve regurgitation,334,7
36713471,36713471,Routine postpartum follow-up,Routine postpartum follow-up,286,7
4132624,4132624,Scheduling,Scheduling,182,7
40762518,40762518,Secondary diagnosis is present,Secondary diagnosis is present,200,7
201965,201965,Shock,Shock,667,7
141825,141825,Simple goiter,Simple goiter,286,7
137682,137682,Skin sensation disturbance,Skin sensation disturbance,286,7
77079,77079,Spinal stenosis,Spinal stenosis,250,7
81151,81151,Sprain of ankle,Sprain of ankle,223,7
377575,377575,Tinnitus,Tinnitus,286,7
318169,318169,Varicose veins of lower extremity,Varicose veins of lower extremity,286,7
441188,441188,"Victim, pedestrian in vehicular AND/OR traffic accident","Victim, pedestrian in vehicular AND/OR traffic accident",286,7
40484102,40484102,Abnormal finding on evaluation procedure,Abnormal finding on evaluation procedure,250,6
257004,257004,Acute exacerbation of chronic obstructive airways disease,Acute exacerbation of chronic obstructive airways disease,1092,0
44782733,44782733,Acute on chronic combined systolic and diastolic heart failure,Acute on chronic combined systolic and diastolic heart failure,334,6
435508,435508,Adrenal cortical hypofunction,Adrenal cortical hypofunction,334,6
4105886,4105886,Adverse reaction,Adverse reaction,334,6
4228361,4228361,Asteatosis cutis,Asteatosis cutis,334,6
378424,378424,Astigmatism,Astigmatism,334,6
4289309,4289309,Atrial septal defect,Atrial septal defect,334,6
442111,442111,Benign neoplasm of ascending colon,Benign neoplasm of ascending colon,334,6
4242816,4242816,Benign neoplasm of pituitary gland,Benign neoplasm of pituitary gland,334,6
256449,256449,Bronchiectasis,Bronchiectasis,334,6
198571,198571,Cardiogenic shock,Cardiogenic shock,500,6
759852,759852,Cellulitis of left lower limb,Cellulitis of left lower limb,250,6
903667,903667,Chewing tobacco user,Chewing tobacco user,400,6
439005,439005,Chronic alcoholism in remission,Chronic alcoholism in remission,200,6
255841,255841,Chronic bronchitis,Chronic bronchitis,667,6
320744,320744,Complete atrioventricular block,Complete atrioventricular block,167,6
379019,379019,Conjunctivitis,Conjunctivitis,334,6
44784264,44784264,Consultation for malignant neoplasm disease,Consultation for malignant neoplasm disease,223,6
4009303,4009303,Diabetic ketoacidosis without coma,Diabetic ketoacidosis without coma,400,6
4163710,4163710,Dilated cardiomyopathy,Dilated cardiomyopathy,334,6
197917,197917,Disorder of biliary tract,Disorder of biliary tract,334,6
4153380,4153380,Disorder of carotid artery,Disorder of carotid artery,182,6
443733,443733,Disorder of eye due to type 2 diabetes mellitus,Disorder of eye due to type 2 diabetes mellitus,334,6
192353,192353,Disorder of gallbladder,Disorder of gallbladder,334,6
317248,317248,Disorder of hematopoietic structure,Disorder of hematopoietic structure,334,6
4191597,4191597,Disorder of refraction,Disorder of refraction,334,6
201603,201603,Disorder of teeth AND/OR supporting structures,Disorder of teeth AND/OR supporting structures,286,6
4047982,4047982,Drug indicated,Drug indicated,250,6
4070750,4070750,Drug-induced constipation,Drug-induced constipation,400,6
439080,439080,Dyspareunia,Dyspareunia,334,6
441085,441085,Elderly primigravida,Elderly primigravida,286,6
379010,379010,Epiretinal membrane,Epiretinal membrane,334,6
4140830,4140830,Fall on same level,Fall on same level,286,6
4171594,4171594,Family history of malignant neoplasm,Family history of malignant neoplasm,334,6
4168217,4168217,Generalized hyperhidrosis,Generalized hyperhidrosis,1000,6
193871,193871,Genuine stress incontinence,Genuine stress incontinence,334,6
443871,443871,"Gestation period, 38 weeks","Gestation period, 38 weeks",334,6
442980,442980,Hand joint stiff,Hand joint stiff,500,6
4247398,4247398,Health status,Health status,61,6
37018854,37018854,Hematuria co-occurrent and due to acute cystitis,Hematuria co-occurrent and due to acute cystitis,334,6
40481896,40481896,Hypertensive urgency,Hypertensive urgency,334,6
440072,440072,Hypogammaglobulinemia,Hypogammaglobulinemia,334,6
40483107,40483107,Inflamed seborrheic keratosis,Inflamed seborrheic keratosis,286,6
444130,444130,Injury of foot,Injury of foot,500,6
72404,72404,Joint stiffness,Joint stiffness,334,6
4114222,4114222,Malignant tumor of head and neck,Malignant tumor of head and neck,500,6
4202667,4202667,Medical consultation on inpatient,Medical consultation on inpatient,400,6
372892,372892,Metabolic encephalopathy,Metabolic encephalopathy,200,6
4146581,4146581,Mild intermittent asthma,Mild intermittent asthma,59,6
45757435,45757435,Mild nonproliferative retinopathy due to type 2 diabetes mellitus,Mild nonproliferative retinopathy due to type 2 diabetes mellitus,286,6
441277,441277,Mixed receptive-expressive language disorder,Mixed receptive-expressive language disorder,334,6
443524,443524,Mixed urinary incontinence,Mixed urinary incontinence,334,6
433930,433930,Motor vehicle on road in collision with another motor vehicle,Motor vehicle on road in collision with another motor vehicle,286,6
4089048,4089048,New patient consultation,New patient consultation,400,6
4170137,4170137,Non-suppurative otitis media,Non-suppurative otitis media,334,6
4012865,4012865,Normal ocular motility,Normal ocular motility,334,6
201066,201066,Obstruction of bile duct,Obstruction of bile duct,334,6
43020581,43020581,On waiting list for organ transplant,On waiting list for organ transplant,286,6
4025325,4025325,Periapical abscess,Periapical abscess,334,6
255348,255348,Polymyalgia rheumatica,Polymyalgia rheumatica,286,6
257683,257683,Posterior rhinorrhea,Posterior rhinorrhea,334,6
194079,194079,Post-surgical malabsorption,Post-surgical malabsorption,334,6
134159,134159,Precordial pain,Precordial pain,250,6
